# IMPORTED AT store b0c39d78 -> 340a7a32 (branch claude/store-identity-job-v2-9-kuers3, 2026-07-13, item 20 store-identity job); NOT A SOURCE — do not read as current. The store (engine/rl_after/rl_model_data.json) is the SOLE carrier of every club, ID and eligibility. Raw pre-normalization eligibilities + legacy_afl_club are preserved HERE for recovery only. SSI: stamped, read-only, disposable.
source_row,stable_player_id,legacy_key,player_name,affl_team,eligibilities,legacy_name,legacy_afl_club,legacy_eligibilities,identity_evidence_json
574,afl-player-v1-52c235aa590e898085a2,hugo-ralphsmith,Hugo Ralphsmith,Port Adelaide Power,MID,Hugo Ralphsmith,Richmond,MID,"{""birth_date"":""2001-11-09"",""birth_year"":2001,""draft_pick"":46,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""hugo-ralphsmith""}"
431,afl-player-v1-7a99659c90e0a5eab680,hunter-clark,Hunter Clark,Hawthorn Hawks,MID,Hunter Clark,St Kilda,G-DEF,"{""birth_date"":""1999-03-26"",""birth_year"":1999,""draft_pick"":7,""draft_type"":""ND"",""draft_year"":2017,""legacy_key"":""hunter-clark""}"
307,afl-player-v1-eabbae6380ed2ba8edf0,hunter-holmes,Hunter Holmes,Fremantle Dockers,MID,Hunter Holmes,Geelong,MID,"{""birth_date"":""2007-02-19"",""birth_year"":2007,""draft_pick"":33,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""hunter-holmes""}"
801,afl-player-v1-ebea746acf61f60bb277,hussien-el-achkar,Hussien El Achkar,Western Bulldogs,G-FWD,Hussien El Achkar,Essendon,G-FWD,"{""birth_date"":""2007-04-02"",""birth_year"":2007,""draft_pick"":53,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""hussien-el-achkar""}"
137,afl-player-v1-6a28b9ce9e6518235362,iliro-smit,Iliro Smit,Carlton Blues,RUCK,Iliro Smit,Collingwood,RUCK,"{""birth_date"":""2005-08-09"",""birth_year"":2005,""draft_pick"":10,""draft_type"":""MSD"",""draft_year"":2024,""legacy_key"":""iliro-smit""}"
403,afl-player-v1-256b99e7e6b4972abca7,indy-cotton,Indy Cotton,Hawthorn Hawks,G-FWD,Indy Cotton,Adelaide,G-DEF,"{""birth_date"":""2007-05-08"",""birth_year"":2007,""draft_pick"":"""",""draft_type"":""UNR"",""draft_year"":2025,""legacy_key"":""indy-cotton""}"
512,afl-player-v1-a755ba66278640abe3f4,isaac-cumming,Isaac Cumming,North Melbourne Kangaroos,MID,Isaac Cumming,Adelaide,G-DEF,"{""birth_date"":""1998-08-11"",""birth_year"":1998,""draft_pick"":20,""draft_type"":""ND"",""draft_year"":2016,""legacy_key"":""isaac-cumming""}"
73,afl-player-v1-3e63685925a5759a6950,isaac-heeney,Isaac Heeney,West Coast Eagles,MID,Isaac Heeney,Sydney,MID,"{""birth_date"":""1996-05-05"",""birth_year"":1996,""draft_pick"":4,""draft_type"":""ND"",""draft_year"":2014,""legacy_key"":""isaac-heeney""}"
776,afl-player-v1-7710e2249b25933935af,isaac-kako,Isaac Kako,Western Bulldogs,G-FWD,Isaac Kako,Essendon,G-FWD,"{""birth_date"":""2006-03-07"",""birth_year"":2006,""draft_pick"":13,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""isaac-kako""}"
434,afl-player-v1-95af5298742f272f5f62,isaac-keeler,Isaac Keeler,Hawthorn Hawks,"G-FWD,K-FWD",Isaac Keeler,St Kilda,K-FWD,"{""birth_date"":""2004-04-23"",""birth_year"":2004,""draft_pick"":44,""draft_type"":""ND"",""draft_year"":2022,""legacy_key"":""isaac-keeler""}"
68,afl-player-v1-21e9cb1ab2cba05f6b3b,isaac-quaynor,Isaac Quaynor,Brisbane Lions,G-DEF,Isaac Quaynor,Collingwood,G-DEF,"{""birth_date"":""2000-01-15"",""birth_year"":2000,""draft_pick"":13,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""isaac-quaynor""}"
122,afl-player-v1-6cf314248b4dd9b0f32c,isaiah-dudley,Isaiah Dudley,Carlton Blues,G-FWD,Isaiah Dudley,Fremantle,G-FWD,"{""birth_date"":""2003-04-30"",""birth_year"":2003,""draft_pick"":"""",""draft_type"":""SSP"",""draft_year"":2024,""legacy_key"":""isaiah-dudley""}"
383,afl-player-v1-bd42202cb19165646cf4,izak-rankine,Izak Rankine,Geelong Cats,"MID,G-FWD",Izak Rankine,Adelaide,G-FWD,"{""birth_date"":""2000-04-23"",""birth_year"":2000,""draft_pick"":3,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""izak-rankine""}"
56,afl-player-v1-a59a02296416446ba7a4,jack-bowes,Jack Bowes,Brisbane Lions,MID,Jack Bowes,Geelong,MID,"{""birth_date"":""1998-01-26"",""birth_year"":1998,""draft_pick"":10,""draft_type"":""ND"",""draft_year"":2016,""legacy_key"":""jack-bowes""}"
727,afl-player-v1-1dd83227423bc5021c1e,jack-buckley,Jack Buckley,Collingwood Magpies,"G-DEF,K-DEF",Jack Buckley,GWS,K-DEF,"{""birth_date"":""1997-12-17"",""birth_year"":1997,""draft_pick"":"""",""draft_type"":""PDN"",""draft_year"":2017,""legacy_key"":""jack-buckley""}"
308,afl-player-v1-9009569a6aa68960feab,jack-buller,Jack Buller,Fremantle Dockers,"G-FWD,K-FWD",Jack Buller,Collingwood,K-FWD,"{""birth_date"":""2001-05-16"",""birth_year"":2001,""draft_pick"":13,""draft_type"":""MSD"",""draft_year"":2023,""legacy_key"":""jack-buller""}"
21,afl-player-v1-1df9ecb7c033ae7646a4,jack-carroll,Jack Carroll,Adelaide Crows,"MID,G-DEF",Jack Carroll,St Kilda,MID,"{""birth_date"":""2002-12-20"",""birth_year"":2002,""draft_pick"":43,""draft_type"":""ND"",""draft_year"":2020,""legacy_key"":""jack-carroll""}"
502,afl-player-v1-2bfc39e2c55e976cdb57,jack-crisp,Jack Crisp,North Melbourne Kangaroos,MID,Jack Crisp,Collingwood,MID,"{""birth_date"":""1993-10-02"",""birth_year"":1993,""draft_pick"":43,""draft_type"":""RD"",""draft_year"":2011,""legacy_key"":""jack-crisp""}"
311,afl-player-v1-6ff292e2d05fcf5981b5,jack-dalton,Jack Dalton,Fremantle Dockers,MID,Jack Dalton,Hawthorn,G-FWD,"{""birth_date"":""2007-04-05"",""birth_year"":2007,""draft_pick"":34,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""jack-dalton""}"
506,afl-player-v1-1cae4209fbd31b79c45d,jack-darling,Jack Darling,North Melbourne Kangaroos,"G-FWD,K-FWD",Jack Darling,North Melbourne,K-FWD,"{""birth_date"":""1992-06-13"",""birth_year"":1992,""draft_pick"":34,""draft_type"":""ND"",""draft_year"":2010,""legacy_key"":""jack-darling""}"
495,afl-player-v1-4f35404527e341d9abbc,jack-ginnivan,Jack Ginnivan,North Melbourne Kangaroos,G-FWD,Jack Ginnivan,Collingwood,G-FWD,"{""birth_date"":""2002-12-09"",""birth_year"":2002,""draft_pick"":9,""draft_type"":""RD"",""draft_year"":2020,""legacy_key"":""jack-ginnivan""}"
575,afl-player-v1-7f1a97e8d1d17bed7d0a,jack-graham,Jack Graham,Port Adelaide Power,"MID,G-FWD",Jack Graham,West Coast,MID,"{""birth_date"":""1998-02-25"",""birth_year"":1998,""draft_pick"":53,""draft_type"":""ND"",""draft_year"":2016,""legacy_key"":""jack-graham""}"
653,afl-player-v1-eca8e041dc707b948831,jack-gunston,Jack Gunston,St Kilda Saints,"G-FWD,K-FWD",Jack Gunston,Hawthorn,K-FWD,"{""birth_date"":""1991-10-16"",""birth_year"":1991,""draft_pick"":29,""draft_type"":""ND"",""draft_year"":2009,""legacy_key"":""jack-gunston""}"
260,afl-player-v1-53546ca55b1b441d4c86,jack-henderson,Jack Henderson,Free agents,G-FWD,Jack Henderson,Melbourne,G-FWD,"{""birth_date"":""1999-10-01"",""birth_year"":1999,""draft_pick"":"""",""draft_type"":""SSP"",""draft_year"":2024,""legacy_key"":""jack-henderson""}"
362,afl-player-v1-50b72fbfc63ab0190926,jack-henry,Jack Henry,Geelong Cats,"G-DEF,K-DEF,G-FWD,K-FWD",Jack Henry,Geelong,K-DEF,"{""birth_date"":""1998-08-29"",""birth_year"":1998,""draft_pick"":14,""draft_type"":""RD"",""draft_year"":2016,""legacy_key"":""jack-henry""}"
364,afl-player-v1-f0954271c7d67c115002,jack-higgins,Jack Higgins,Geelong Cats,G-FWD,Jack Higgins,St Kilda,G-FWD,"{""birth_date"":""1999-03-19"",""birth_year"":1999,""draft_pick"":17,""draft_type"":""ND"",""draft_year"":2017,""legacy_key"":""jack-higgins""}"
476,afl-player-v1-b533bd1598258d5a0a6a,jack-hutchinson,Jack Hutchinson,Melbourne Demons,MID,Jack Hutchinson,West Coast,MID,"{""birth_date"":""2001-11-10"",""birth_year"":2001,""draft_pick"":3,""draft_type"":""MSD"",""draft_year"":2024,""legacy_key"":""jack-hutchinson""}"
339,afl-player-v1-fd858670fdee0bfec2ff,jack-ison,Jack Ison,Fremantle Dockers,MID,Jack Ison,Carlton,G-FWD,"{""birth_date"":""2007-03-26"",""birth_year"":2007,""draft_pick"":47,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""jack-ison""}"
199,afl-player-v1-18eaf6797d5fb90f0f52,jack-lukosius,Jack Lukosius,Essendon Bombers,"G-FWD,K-FWD",Jack Lukosius,Port Adelaide,K-FWD,"{""birth_date"":""2000-08-09"",""birth_year"":2000,""draft_pick"":2,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""jack-lukosius""}"
72,afl-player-v1-33736b48a197f2f1ba65,jack-martin,Jack Martin,Brisbane Lions,G-FWD,Jack Martin,Geelong,G-FWD,"{""birth_date"":""1995-01-29"",""birth_year"":1995,""draft_pick"":3,""draft_type"":""ND"",""draft_year"":2012,""legacy_key"":""jack-martin""}"
795,afl-player-v1-5ad03987496a6cf48e50,jack-ough,Jack Ough,Western Bulldogs,MID,Jack Ough,GWS,MID,"{""birth_date"":""2006-12-15"",""birth_year"":2006,""draft_pick"":36,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""jack-ough""}"
82,afl-player-v1-2e9b993cc75d1a398899,jack-payne,Jack Payne,Brisbane Lions,"G-DEF,K-DEF",Jack Payne,Brisbane,K-DEF,"{""birth_date"":""1999-10-15"",""birth_year"":1999,""draft_pick"":54,""draft_type"":""ND"",""draft_year"":2017,""legacy_key"":""jack-payne""}"
149,afl-player-v1-4a55aae7811189362c4a,jack-ross,Jack Ross,Collingwood Magpies,"MID,G-FWD",Jack Ross,Richmond,MID,"{""birth_date"":""2000-09-03"",""birth_year"":2000,""draft_pick"":43,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""jack-ross""}"
196,afl-player-v1-62df7ec27dcdcd499eae,jack-scrimshaw,Jack Scrimshaw,Essendon Bombers,G-DEF,Jack Scrimshaw,Hawthorn,G-DEF,"{""birth_date"":""1998-09-04"",""birth_year"":1998,""draft_pick"":7,""draft_type"":""ND"",""draft_year"":2016,""legacy_key"":""jack-scrimshaw""}"
150,afl-player-v1-bf0163a49d8fcea78d79,jack-silvagni,Jack Silvagni,Collingwood Magpies,"G-DEF,K-DEF",Jack Silvagni,St Kilda,K-DEF,"{""birth_date"":""1997-12-17"",""birth_year"":1997,""draft_pick"":53,""draft_type"":""ND"",""draft_year"":2015,""legacy_key"":""jack-silvagni""}"
540,afl-player-v1-efc436310b95720f2faf,jack-sinclair,Jack Sinclair,Port Adelaide Power,G-DEF,Jack Sinclair,St Kilda,G-DEF,"{""birth_date"":""1995-02-12"",""birth_year"":1995,""draft_pick"":1,""draft_type"":""RD"",""draft_year"":2014,""legacy_key"":""jack-sinclair""}"
533,afl-player-v1-57dca48502d181a8ae5e,jack-steele,Jack Steele,Port Adelaide Power,MID,Jack Steele,Melbourne,MID,"{""birth_date"":""1995-12-13"",""birth_year"":1995,""draft_pick"":21,""draft_type"":""ND"",""draft_year"":2014,""legacy_key"":""jack-steele""}"
516,afl-player-v1-84472fabe62000830bfb,jack-viney,Jack Viney,North Melbourne Kangaroos,MID,Jack Viney,Melbourne,MID,"{""birth_date"":""1994-04-13"",""birth_year"":1994,""draft_pick"":13,""draft_type"":""ND"",""draft_year"":2012,""legacy_key"":""jack-viney""}"
44,afl-player-v1-93cd917e2b3a67c6c674,jack-watkins,Jack Watkins,Adelaide Crows,"MID,G-FWD",Jack Watkins,Port Adelaide,MID,"{""birth_date"":""2000-12-18"",""birth_year"":2000,""draft_pick"":3,""draft_type"":""RD"",""draft_year"":2025,""legacy_key"":""jack-watkins""}"
341,afl-player-v1-bb01c9f6889afb0144ab,jack-whitlock,Jack Whitlock,Fremantle Dockers,"G-FWD,K-FWD",Jack Whitlock,Port Adelaide,K-FWD,"{""birth_date"":""2006-05-16"",""birth_year"":2006,""draft_pick"":33,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""jack-whitlock""}"
460,afl-player-v1-93af76d76893cb9f86c7,jack-williams,Jack Williams,Melbourne Demons,"G-FWD,K-FWD",Jack Williams,West Coast,K-FWD,"{""birth_date"":""2003-12-01"",""birth_year"":2003,""draft_pick"":57,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""jack-williams""}"
233,afl-player-v1-172a23aaaf49ddf78e1e,jackson-archer,Jackson Archer,Free agents,G-DEF,Jackson Archer,North Melbourne,G-DEF,"{""birth_date"":""2003-01-09"",""birth_year"":2003,""draft_pick"":59,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""jackson-archer""}"
663,afl-player-v1-da2d4125164141ff0084,jackson-macrae,Jackson Macrae,St Kilda Saints,MID,Jackson Macrae,St Kilda,MID,"{""birth_date"":""1994-08-03"",""birth_year"":1994,""draft_pick"":8,""draft_type"":""ND"",""draft_year"":2012,""legacy_key"":""jackson-macrae""}"
498,afl-player-v1-ae842904e89695581f8b,jackson-mead,Jackson Mead,North Melbourne Kangaroos,MID,Jackson Mead,Port Adelaide,G-FWD,"{""birth_date"":""2001-09-30"",""birth_year"":2001,""draft_pick"":25,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""jackson-mead""}"
346,afl-player-v1-75c7189cf23a00883ccc,jacob-farrow,Jacob Farrow,Fremantle Dockers,"G-DEF,MID",Jacob Farrow,Essendon,G-DEF,"{""birth_date"":""2007-09-21"",""birth_year"":2007,""draft_pick"":10,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""jacob-farrow""}"
703,afl-player-v1-9d50f14efc8f49c09e12,jacob-hopper,Jacob Hopper,Sydney Swans,MID,Jacob Hopper,Richmond,MID,"{""birth_date"":""1997-02-06"",""birth_year"":1997,""draft_pick"":7,""draft_type"":""ND"",""draft_year"":2015,""legacy_key"":""jacob-hopper""}"
173,afl-player-v1-1eea9cd2a11b4840434b,jacob-konstanty,Jacob Konstanty,Collingwood Magpies,G-FWD,Jacob Konstanty,North Melbourne,G-FWD,"{""birth_date"":""2004-11-09"",""birth_year"":2004,""draft_pick"":20,""draft_type"":""ND"",""draft_year"":2022,""legacy_key"":""jacob-konstanty""}"
656,afl-player-v1-fa319aa1de63dbbe70a5,jacob-molier,Jacob Molier,St Kilda Saints,RUCK,Jacob Molier,Geelong,RUCK,"{""birth_date"":""2006-10-11"",""birth_year"":2006,""draft_pick"":52,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""jacob-molier""}"
323,afl-player-v1-d78ebe273b15b799f55d,jacob-moss,Jacob Moss,Fremantle Dockers,"G-DEF,K-DEF",Jacob Moss,Port Adelaide,K-FWD,"{""birth_date"":""2004-12-22"",""birth_year"":2004,""draft_pick"":"""",""draft_type"":""UNR"",""draft_year"":2024,""legacy_key"":""jacob-moss""}"
478,afl-player-v1-c89d9151a00e1b1e1b25,jacob-newton,Jacob Newton,Melbourne Demons,G-FWD,Jacob Newton,West Coast,G-FWD,"{""birth_date"":""2006-03-20"",""birth_year"":2006,""draft_pick"":9,""draft_type"":""MSD"",""draft_year"":2025,""legacy_key"":""jacob-newton""}"
210,afl-player-v1-71d7f1dcea6726aa730c,jacob-van-rooyen,Jacob van Rooyen,Essendon Bombers,"G-FWD,K-FWD",Jacob Van Rooyen,Melbourne,K-FWD,"{""birth_date"":""2003-04-16"",""birth_year"":2003,""draft_pick"":19,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""jacob-van-rooyen""}"
359,afl-player-v1-544ddb3b212cf0e7013e,jacob-wehr,Jacob Wehr,Geelong Cats,"G-DEF,MID",Jacob Wehr,Port Adelaide,G-DEF,"{""birth_date"":""1998-07-05"",""birth_year"":1998,""draft_pick"":61,""draft_type"":""ND"",""draft_year"":2020,""legacy_key"":""jacob-wehr""}"
657,afl-player-v1-25521d7a372d9e865f2f,jacob-weitering,Jacob Weitering,St Kilda Saints,"G-DEF,K-DEF",Jacob Weitering,Carlton,K-DEF,"{""birth_date"":""1997-11-23"",""birth_year"":1997,""draft_pick"":1,""draft_type"":""ND"",""draft_year"":2015,""legacy_key"":""jacob-weitering""}"
370,afl-player-v1-08b33b65866c62f3e6aa,jade-gresham,Jade Gresham,Geelong Cats,G-FWD,Jade Gresham,Essendon,G-FWD,"{""birth_date"":""1997-08-24"",""birth_year"":1997,""draft_pick"":18,""draft_type"":""ND"",""draft_year"":2015,""legacy_key"":""jade-gresham""}"
86,afl-player-v1-ab46ab2b7dfa76067fbb,jaeger-o-meara,Jaeger O'Meara,Brisbane Lions,MID,Jaeger O'Meara,Fremantle,MID,"{""birth_date"":""1994-02-23"",""birth_year"":1994,""draft_pick"":1,""draft_type"":""ND"",""draft_year"":2011,""legacy_key"":""jaeger-o-meara""}"
332,afl-player-v1-853be14ce453ff08eabb,jagga-smith,Jagga Smith,Fremantle Dockers,"MID,G-FWD",Jagga Smith,Carlton,MID,"{""birth_date"":""2006-01-28"",""birth_year"":2006,""draft_pick"":3,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""jagga-smith""}"
126,afl-player-v1-1c1aad5bfa253f84eb55,jai-culley,Jai Culley,Western Bulldogs,MID,Jai Culley,Melbourne,MID,"{""birth_date"":""2003-02-24"",""birth_year"":2003,""draft_pick"":1,""draft_type"":""MSD"",""draft_year"":2022,""legacy_key"":""jai-culley""}"
313,afl-player-v1-225291ffe5be1a04069a,jai-murray,Jai Murray,Fremantle Dockers,MID,Jai Murray,Gold Coast,MID,"{""birth_date"":""2007-03-09"",""birth_year"":2007,""draft_pick"":17,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""jai-murray""}"
755,afl-player-v1-77265b1aa054f910d1c1,jai-newcombe,Jai Newcombe,West Coast Eagles,MID,Jai Newcombe,Hawthorn,MID,"{""birth_date"":""2001-08-02"",""birth_year"":2001,""draft_pick"":2,""draft_type"":""MSD"",""draft_year"":2021,""legacy_key"":""jai-newcombe""}"
722,afl-player-v1-1d5af6c01ebcddc2cd54,jai-saxena,Jai Saxena,West Coast Eagles,G-FWD,Jai Saxena,Collingwood,G-FWD,"{""birth_date"":""2007-07-27"",""birth_year"":2007,""draft_pick"":"""",""draft_type"":""PDN"",""draft_year"":2025,""legacy_key"":""jai-saxena""}"
505,afl-player-v1-4dc82d0e8a055ba08cbe,jai-serong,Jai Serong,North Melbourne Kangaroos,"G-DEF,K-DEF",Jai Serong,Sydney,G-DEF,"{""birth_date"":""2003-02-16"",""birth_year"":2003,""draft_pick"":53,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""jai-serong""}"
296,afl-player-v1-c471c26d8c18e0ea92a0,jaime-uhr-henry,Jaime Uhr-Henry,Free agents,RUCK,Jaime Uhr-Henry,Hawthorn,RUCK,"{""birth_date"":""2003-03-12"",""birth_year"":2003,""draft_pick"":"""",""draft_type"":""UNR"",""draft_year"":2024,""legacy_key"":""jaime-uhr-henry""}"
719,afl-player-v1-e0445624468b8061dc74,jake-bowey,Jake Bowey,West Coast Eagles,G-DEF,Jake Bowey,Melbourne,G-DEF,"{""birth_date"":""2002-09-12"",""birth_year"":2002,""draft_pick"":22,""draft_type"":""ND"",""draft_year"":2020,""legacy_key"":""jake-bowey""}"
554,afl-player-v1-065355e7e85a5ced14d4,jake-kolodjashnij,Jake Kolodjashnij,Port Adelaide Power,"G-DEF,K-DEF",Jake Kolodjashnij,Geelong,K-DEF,"{""birth_date"":""1995-08-09"",""birth_year"":1995,""draft_pick"":41,""draft_type"":""ND"",""draft_year"":2013,""legacy_key"":""jake-kolodjashnij""}"
164,afl-player-v1-8ee6489f823d1c7fc978,jake-lever,Jake Lever,Collingwood Magpies,G-DEF,Jake Lever,Melbourne,K-DEF,"{""birth_date"":""1996-03-05"",""birth_year"":1996,""draft_pick"":15,""draft_type"":""ND"",""draft_year"":2014,""legacy_key"":""jake-lever""}"
351,afl-player-v1-797837193a7c4b847d81,jake-lloyd,Jake Lloyd,Geelong Cats,"MID,G-FWD",Jake Lloyd,Sydney,G-DEF,"{""birth_date"":""1993-09-20"",""birth_year"":1993,""draft_pick"":18,""draft_type"":""RD"",""draft_year"":2012,""legacy_key"":""jake-lloyd""}"
281,afl-player-v1-6a3381cd7e6ab7ef3151,jake-melksham,Jake Melksham,Free agents,"K-FWD,G-FWD",Jake Melksham,Melbourne,K-FWD,"{""birth_date"":""1991-08-29"",""birth_year"":1991,""draft_pick"":10,""draft_type"":""ND"",""draft_year"":2009,""legacy_key"":""jake-melksham""}"
535,afl-player-v1-6c5aa145c8e6f090ccf2,jake-riccardi,Jake Riccardi,Port Adelaide Power,"RUCK,G-FWD,K-FWD",Jake Riccardi,GWS,K-FWD,"{""birth_date"":""1999-11-07"",""birth_year"":1999,""draft_pick"":51,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""jake-riccardi""}"
454,afl-player-v1-25fb163a4abff862be76,jake-rogers,Jake Rogers,Melbourne Demons,G-FWD,Jake Rogers,Gold Coast,G-FWD,"{""birth_date"":""2005-03-02"",""birth_year"":2005,""draft_pick"":14,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""jake-rogers""}"
112,afl-player-v1-0a662f343237df662272,jake-soligo,Jake Soligo,Carlton Blues,"MID,G-FWD",Jake Soligo,Adelaide,MID,"{""birth_date"":""2003-01-25"",""birth_year"":2003,""draft_pick"":36,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""jake-soligo""}"
63,afl-player-v1-321029a9a16b5cd19eb6,jake-stringer,Jake Stringer,Brisbane Lions,G-FWD,Jake Stringer,GWS,G-FWD,"{""birth_date"":""1994-04-25"",""birth_year"":1994,""draft_pick"":7,""draft_type"":""ND"",""draft_year"":2012,""legacy_key"":""jake-stringer""}"
724,afl-player-v1-5dabae98d4a977b6dfc7,jake-waterman,Jake Waterman,West Coast Eagles,"G-FWD,K-FWD",Jake Waterman,West Coast,K-FWD,"{""birth_date"":""1998-05-06"",""birth_year"":1998,""draft_pick"":76,""draft_type"":""ND"",""draft_year"":2016,""legacy_key"":""jake-waterman""}"
217,afl-player-v1-fbd777b8ce2afc23740b,jakob-ryan,Jakob Ryan,West Coast Eagles,G-DEF,Jakob Ryan,Collingwood,G-DEF,"{""birth_date"":""2004-09-20"",""birth_year"":2004,""draft_pick"":28,""draft_type"":""ND"",""draft_year"":2022,""legacy_key"":""jakob-ryan""}"
783,afl-player-v1-f34b7fe71316041c9e20,jamarra-ugle-hagan,Jamarra Ugle-Hagan,Brisbane Lions,"G-FWD,K-FWD",Jamarra Ugle-Hagan,Gold Coast,K-FWD,"{""birth_date"":""2002-04-04"",""birth_year"":2002,""draft_pick"":1,""draft_type"":""ND"",""draft_year"":2020,""legacy_key"":""jamarra-ugle-hagan""}"
525,afl-player-v1-25baa6b755b2b922bf78,james-barrat,James Barrat,North Melbourne Kangaroos,"G-DEF,G-FWD,K-FWD,K-DEF",James Barrat,St Kilda,K-DEF,"{""birth_date"":""2006-11-23"",""birth_year"":2006,""draft_pick"":32,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""james-barrat""}"
240,afl-player-v1-5b1f208d8c295adb9db7,james-blanck,James Blanck,Free agents,"K-DEF,G-DEF",James Blanck,Hawthorn,K-DEF,"{""birth_date"":""2000-11-20"",""birth_year"":2000,""draft_pick"":16,""draft_type"":""MSD"",""draft_year"":2022,""legacy_key"":""james-blanck""}"
326,afl-player-v1-e961f98e3ca95449c021,james-borlase,James Borlase,Fremantle Dockers,"G-DEF,K-DEF",James Borlase,Adelaide,K-DEF,"{""birth_date"":""2002-07-18"",""birth_year"":2002,""draft_pick"":"""",""draft_type"":""PDN"",""draft_year"":2020,""legacy_key"":""james-borlase""}"
22,afl-player-v1-173e2cb4e5ec4e8583c7,james-jordon,James Jordon,Adelaide Crows,"MID,G-FWD",James Jordon,Sydney,MID,"{""birth_date"":""2000-12-20"",""birth_year"":2000,""draft_pick"":33,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""james-jordon""}"
427,afl-player-v1-51c8b895f8ffb72116a6,james-leake,James Leake,Hawthorn Hawks,"G-DEF,G-FWD",James Leake,GWS,G-DEF,"{""birth_date"":""2005-10-02"",""birth_year"":2005,""draft_pick"":17,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""james-leake""}"
596,afl-player-v1-cedb99d3423baacfe787,james-o-donnell,James O'Donnell,Richmond Tigers,"G-DEF,K-DEF",James O'Donnell,Western Bulldogs,K-DEF,"{""birth_date"":""2002-08-31"",""birth_year"":2002,""draft_pick"":"""",""draft_type"":""UNR"",""draft_year"":2022,""legacy_key"":""james-o-donnell""}"
178,afl-player-v1-33f13e3f7a2a5dfdd21c,james-peatling,James Peatling,Collingwood Magpies,MID,James Peatling,Adelaide,MID,"{""birth_date"":""2000-08-21"",""birth_year"":2000,""draft_pick"":8,""draft_type"":""MSD"",""draft_year"":2021,""legacy_key"":""james-peatling""}"
